Site_ID,Name,Country,Latitude,Longitude,Elevation,IGBP_class,Climate_class,Climate_group
KZ-CW3,Shortandy CW3,Kazakhstan,51.58890152,71.00029755,378, TBD,BSk,Dry (arid and semi arid)
KZ-CW4,Shortandy CW4,Kazakhstan,51.68280029,71.14769745,385, TBD,BSk,Dry (arid and semi arid)
KZ-VL1,Shortandy VL1,Kazakhstan,51.50999832,71.45580292,362, TBD,BSk,Dry (arid and semi arid)
KZ-VL2,Shortandy VL2,Kazakhstan,51.47750092,71.10359955,402, TBD,Dfb,Temperate-Continental with hot or warm summers
KZ-VL3,Shortandy VL3,Kazakhstan,51.62329865,70.9693985,378,GRA,Dfb,Temperate-Continental with hot or warm summers
KZ-VL4,Shortandy VL4,Kazakhstan,51.67559814,71.15440369,385, TBD,BSk,Dry (arid and semi arid)
KZ-VL5,Shortandy VLBR,Kazakhstan,51.57580185,71.26809692,428, TBD,BSk,Dry (arid and semi arid)
KZ-Wht,Shortandy Wht,Kazakhstan,51.57360077,71.25969696,425, TBD,BSk,Dry (arid and semi arid)
MN-Inn,Inner Mongolia,Mongolia,43.5,117.4499969,1225,GRA,Dwc,Boreal
MN-Mag,MAGIM,China,43.55469894,116.6780014,1258,GRA,Dwb,Boreal
MX-Cha,Chamela Biological Station,Mexico,19.50930023,-105.0400009,130,DBF,As,Tropical
MX-Lpa,La Paz,Mexico,24.12919998,-110.4380035,-999.9,SAV,BWh,Dry (arid and semi arid)
NL-Ca1,Cabauw,Netherlands,51.97100067,4.927000046,0.7,GRA,Cfb,Temperate
NL-Haa,Haastrecht,Netherlands,52.00310135,4.805500031,-999.9,GRA,Cfb,Temperate
NL-Hor,Horstermeer,Netherlands,52.02890015,5.067500114,-2.2,GRA,Cfb,Temperate
NL-Lan,Langerak,Netherlands,51.95360184,4.902900219,-999.9,CRO,Cfb,Temperate
NL-Lel,Lelystad,Netherlands,52.5,5.5,0,GRA,Cfb,Temperate
NL-Loo,Loobos,Netherlands,52.16790009,5.743959904,25,ENF,Cfb,Temperate
NL-Lut,Lutjewad,Netherlands,53.39889908,6.355999947,-999.9,CRO,Cfb,Temperate
NL-Mol,Molenweg,Netherlands,51.65000153,4.638999939,-999.9,CRO,Cfb,Temperate
NL-Re1,Reeuwijk 1,Netherlands,51.90000153,4.5,-999.9, TBD,Cfb,Temperate
NL-Re2,Reeuwijk 2,Netherlands,51.90000153,4.5,-999.9, TBD,Cfb,Temperate
NL-Vre,Vredepeel,Netherlands,51.5320015,5.843999863,-999.9,CRO,Cfb,Temperate
PA-Sa1,Sardinilla Pasture,Panama,9.307749748,-79.63030243,74,GRA,Am,Tropical
PA-Sa2,Sardinilla Plantation,Panama,9.316729546,-79.63490295,74,DBF,Am,Tropical
PL-Bre,Brenna,Poland,40.66669846,18.93330002,660, TBD,Dfb,Temperate-Continental with hot or warm summers
PL-Pol,Polana,Poland,48.63330078,19.5333004,-999.9,MF,Dfb,Temperate-Continental with hot or warm summers
PL-wet,Polwet,Poland,52.7621994,16.30940056,54.1,WET,Cfb,Temperate
PT-Esp,Espirra,Portugal,38.63940048,-8.601799965,95,EBF,Csa,SubTropical-Mediterranean
PT-Mi1,Mitra (Evora),Portugal,38.54069901,-8.00039959,250,EBF,Csa,SubTropical-Mediterranean
PT-Mi2,Mitra IV Tojal,Portugal,38.47650146,-8.024550438,190,GRA,Csa,SubTropical-Mediterranean
PT-Mi3,Mitra II (Evora),Portugal,38.54059982,-8.000060081,264.2,SAV, TBD, TBD
RU-Che,Cherskii,Russia,68.61470032,161.3390045,-999.9,MF,Dfc,Boreal
RU-Cok,Chokurdakh,Russia,70.61669922,147.8829956,-999.9,OSH,Dfc,Boreal
RU-Cuk,Chukotka,Russia,65.59480286,171.0529938,-999.9, TBD,Dfc,Boreal
RU-Fy2,Fyodorovskoye dry spruce,Russia,56.44779968,32.90190125,265, TBD,Dfb,Temperate-Continental with hot or warm summers
RU-Fyo,Fyodorovskoye wet spruce stand,Russia,56.46166992,32.92388916,265,ENF,Dfb,Temperate-Continental with hot or warm summers
RU-Ha1,Ubs Nur- Hakasija-grassland,Russia,54.72529984,90.00219727,-999.9,GRA,Dfc,Boreal
RU-Ha2,Ubs Nur- Hakasija-recovering grassland,Russia,54.77310181,89.95670319,-999.9,GRA,Dfc,Boreal
RU-Ha3,Ubs Nur-Hakasija- Site 3,Russia,54.7045517,89.07785034,-999.9,GRA,Dfc,Boreal
RU-Sam,Samoylov Island- Lena Delta,Russia,72.37329865,126.4980011,-999.9,OSH,Dfd,Boreal
RU-Tuv,Tuva,Russia,50.15000153,94.44999695,-999.9, TBD,Dfb,Temperate-Continental with hot or warm summers
RU-Ylr,Yakutsk-Larch,Russia,62.25500107,129.6190033,220,DNF,Dfd,Boreal
RU-Ypn,Yakutsk-Pine,Russia,62.24140167,129.651001,220,ENF,Dfd,Boreal
RU-Zbe,Zotino Betula forest east ,Russia, TBD, TBD,-999.9, TBD, TBD, TBD
RU-Zbo,Zotino bog,Russia,60.75,89.38330078,-999.9,WET,Dfc,Boreal
RU-Zfw,Zotino forest West,Russia,60.75,89.38330078,-999.9,ENF, TBD, TBD
RU-Zme,Zotino mixed forest east,Russia, TBD, TBD,-999.9, TBD, TBD, TBD
RU-Zot,Zotino,Russia,60.80080032,89.35079956,90,ENF,Dfc,Boreal
RU-Zse,Zotino spruce forest east,Russia, TBD, TBD,-999.9, TBD, TBD, TBD
SD-Dem,Demokeya,Sudan,13.28289986,30.47830009,500, TBD,BWh,Dry (arid and semi arid)
SE-Abi,Abisko,Sweden,68.36238861,18.79475021,-999.9,DBF,ET,Arctic
SE-As2,Asa Nybygget,Sweden,57.1495018,14.73869991,-999.9, TBD,Dfb,Temperate-Continental with hot or warm summers
SE-Asa,Asa,Sweden,57.16669846,14.80000019,-999.9,ENF,Dfb,Temperate-Continental with hot or warm summers
SE-Deg,Degero,Sweden,64.1832962,19.54999924,270,WET,Dfc,Boreal
SE-Faj,Fajemyr (NECC),Sweden,56.26549911,13.55350018,140,WET,Cfb,Temperate
SE-Fla,Flakaliden,Sweden,64.1128006,19.45689964,226,ENF,Dfc,Boreal
SE-Kno,Knottasen,Sweden,60.98329926,16.2166996,-999.9,ENF,Dfc,Boreal
SE-Nor,Norunda,Sweden,60.08649826,17.47950363,43,ENF,Dfb,Temperate-Continental with hot or warm summers
SE-Sk1,Skyttorp1 young,Sweden,60.125,17.91810036,42,ENF,Dfb,Temperate-Continental with hot or warm summers
SE-Sk2,Skyttorp,Sweden,60.12966919,17.84005928,55,ENF,Dfb,Temperate-Continental with hot or warm summers
SE-St1,Stordalen  Forest- Mountain Birch,Sweden,68.36669922,19.04969406,367,DBF,ET,Arctic
SE-St2,Stordalen Grassland (Mire),Sweden,68.36669922,19.04999924,360,WET,ET,Arctic
SK-Pol,Polana 2,Slovak Republic,48.63330078,19.4666996,1250, TBD, TBD, TBD
SK-Tat,Tatra,Slovak Republic,49.12080002,20.16349983,1050,ENF,Dbf,Temperate-Continental with hot or warm summers
TH-Mae,Maeklong- Kanchanabri (MKL),Thailand,14.57499981,98.85829926,231,DBF,Am,Tropical
TH-Mix,Mixed Vegetation Site (DTT),Thailand,16.93989944,99.42990112,-999.9,CRO,Aw,Tropical
TH-Sak,Sakaerat- Nakonrachasima (SKR),Thailand,14.49330044,101.9219971,543,EBF,Aw,Tropical
TW-Chn,Chilan (TWCL)(CLM),Taiwan,24.59090042,121.4990005,1650, TBD,Cfa,SubTropical-Mediterranean
TW-Hui,Huisun Forest Station (TWHS),Taiwan,24.04249954,121.072998,2000, TBD,Cfb,Temperate
TW-Nch,NCHU (TWNCHU),Taiwan,24.12059975,120.6780014,83.781, TBD,Cfa,SubTropical-Mediterranean
TW-Tar,TARI (TWTARI),Taiwan,24.03120041,120.6880035,55,CRO,Cfa,SubTropical-Mediterranean
UK-AMo,Auchencorth Moss- Scotland,UK,55.79169846,-3.238889933,270,WET,Cfb,Temperate
UK-Cas,Cairngorms- Scotland,UK,57.23329926,-3.5,390, TBD,Cfc,Temperate
UK-Cir,Cirencester,UK,52.70000076,-1.983330011,-999.9,CRO,Cfb,Temperate
UK-EBu,Easter Bush- Scotland,UK,55.86600113,-3.205780029,190,GRA,Cfb,Temperate
UK-ESa,East Saltoun,UK,55.90694046,-2.858609915,97,CRO,Cfb,Temperate
UK-Gri,Griffin- Aberfeldy-Scotland,UK,56.6072197,-3.79805994,340,ENF,Cfc,Temperate
UK-Ham,Hampshire,UK,51.15353394,-0.858299971,80,DBF,Cfb,Temperate
UK-Har,Harwood,UK,55.21640015,-2.024310112,200,ENF,Cfb,Temperate
UK-Her,Hertfordshire,UK,51.78379822,-0.47608,140,CRO,Cfb,Temperate
UK-MoH,Moor House,UK,54.69630051,-2.396379948,585,WET,Cfb,Temperate
UK-PL1,Pang/ Lambourne (crop),UK,51.53329849,-1.483330011,-999.9,CRO,Cfb,Temperate
UK-PL2,Pang/ Lambourne (grassland),UK,51.43330002,-1.233330011,-999.9,GRA,Cfb,Temperate
UK-PL3,Pang/ Lambourne (forest),UK,51.45000076,-1.266669989,115,DBF,Cfb,Temperate
UK-Pol,Polden- Scotland,UK,55.28680038,-3.401499987,196, TBD,Cfb,Temperate
UK-Tad,Tadham Moor,UK,51.20709991,-2.828639984,3,GRA,Cfb,Temperate
US-Age,ME - Argyle,USA,45.03440094,-68.68199921,-999.9, TBD,Dfb,Temperate-Continental with hot or warm summers
US-ARb,OK - ARM Southern Great Plains burn site- Lamont,USA,35.54970169,-98.04019928,424,GRA,Cfa,SubTropical-Mediterranean
US-ARc,OK - ARM Southern Great Plains control site- Lamont,USA,35.54648972,-98.04000092,424,GRA,Cfa,SubTropical-Mediterranean
US-ARM,OK - ARM Southern Great Plains site- Lamont,USA,36.60580063,-97.48880005,314,CRO,Cfa,SubTropical-Mediterranean
US-Atq,AK - Atqasuk,USA,70.46959686,-157.4089966,15,WET,ET,Arctic
US-Aud,AZ - Audubon Research Ranch,USA,31.59070015,-110.5100021,1469,GRA,BSk,Dry (arid and semi arid)
US-Bar,NH - Bartlett Experimental Forest,USA,44.0646019,-71.28807831,272,DBF,Dfb,Temperate-Continental with hot or warm summers
US-Bef,VA - Blandy Experimental Farm,USA,39.05960083,-78.07240295,-999.9, TBD,Cfa,SubTropical-Mediterranean
US-Bkg,SD - Brookings,USA,44.34529877,-96.8361969,510,GRA,Dfa,Temperate-Continental with hot or warm summers
US-Blk,SD - Black Hills,USA,44.15800095,-103.6500015,-999.9,ENF,Dfb,Temperate-Continental with hot or warm summers
US-Blo,CA - Blodgett Forest,USA,38.89519882,-120.6327515,1315,ENF,Csa,SubTropical-Mediterranean
US-Bn1,"AK - Bonanza Creek, 1920 Burn site near Delta Junction",USA,63.9197998,-145.378006,518,ENF,Dsc,Boreal
US-Bn2,"AK - Bonanza Creek, 1987 Burn site near Delta Junction",USA,63.9197998,-145.378006,410,DBF,Dsc,Boreal
US-Bn3,"AK - Bonanza Creek, 1999 Burn site near Delta Junction",USA,63.92269897,-145.7440033,469,OSH,Dsc,Boreal
US-Bo1,IL - Bondville,USA,40.00619888,-88.29039764,219,CRO,Dfa,Temperate-Continental with hot or warm summers
US-Bo2,IL - Bondville (companion site),USA,40.00899887,-88.29000092,219,CRO,Dfa,Temperate-Continental with hot or warm summers
US-Br1,IA - Brooks Field Site 10- Ames,USA,41.69150162,-93.69139862,313,CRO,Dfa,Temperate-Continental with hot or warm summers
US-Br2,IA - Brooks Field Site 1011- Ames,USA,41.97570038,-93.69249725,314,CRO,Dfa,Temperate-Continental with hot or warm summers
US-Br3,IA - Brooks Field Site 11- Ames,USA,41.97470093,-93.69360352,313,CRO,Dfa,Temperate-Continental with hot or warm summers
US-Brw,AK - Barrow,USA,71.32250214,-156.6259003,1,WET,ET,Arctic
US-CaV,WV - Canaan Valley,USA,39.06330109,-79.42079926,994,GRA,Cfb,Temperate
US-Ced,NJ - Cedar Bridge,USA,39.83789825,-74.37909698,-999.9,CSH,Cfa,SubTropical-Mediterranean
US-ChR,TN - Chestnut Ridge,USA,35.93109894,-84.33239746,-999.9,DBF,Cfa,SubTropical-Mediterranean
US-Co1,CO - CRP grazed site (Briggsdale),USA,40.72510147,-104.3010025,-999.9,GRA,BSk,Dry (arid and semi arid)
US-Co2,CO - CRP minimum-till site (Briggsdale),USA,40.73450089,-104.3010025,-999.9, TBD,BSk,Dry (arid and semi arid)
US-Co3,CO - CRP ungrazed site (Briggsdale),USA,40.729599,-104.3010025,-999.9,GRA,BSk,Dry (arid and semi arid)
US-Cop,UT - Corral Pocket,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-Ctn,SD - Cottonwood,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-Cub,MD - Cub Hill (Baltimore),USA,39.41249847,-76.52079773,146, TBD,Cfa,SubTropical-Mediterranean
US-Cyp,FL - Cypress wetland,USA,29.77039909,-82.20809937,50,WET,Cfa,SubTropical-Mediterranean
US-Dix,NJ - Fort Dix,USA,39.97119904,-74.43460083,-999.9, TBD,Cfa,SubTropical-Mediterranean
US-Dk1,NC - Duke Forest-open field,USA,35.97119904,-79.09339905,168,GRA,Cfa,SubTropical-Mediterranean
US-Dk2,NC - Duke Forest-hardwoods,USA,35.97359848,-79.10040283,168,DBF,Cfa,SubTropical-Mediterranean
US-Dk3,NC - Duke Forest - loblolly pine,USA,35.97819901,-79.09420013,163,ENF,Cfa,SubTropical-Mediterranean
US-Elm,FL - Everglades (long hydroperiod marsh),USA,25.55190086,-80.7826004,0.77,WET, TBD, TBD
US-Esm,FL - Everglades (short hydroperiod marsh),USA,25.43790054,-80.59459686,1.07,WET, TBD, TBD
US-Fmf,AZ - Flagstaff - Managed Forest,USA,35.14260101,-111.7273026,2160,ENF,Csb,SubTropical-Mediterranean
US-FPe,MT - Fort Peck,USA,48.30770111,-105.1018982,634,GRA,BSk,Dry (arid and semi arid)
US-FR1,TX - Freeman Ranch- Grassland,USA,29.93000031,-98.01000214,-999.9,GRA,Cfa,SubTropical-Mediterranean
US-FR2,TX - Freeman Ranch- Mesquite Juniper,USA,29.94949913,-97.99620056,271.9,WSA,Cfa,SubTropical-Mediterranean
US-FR3,TX - Freeman Ranch- Woodland,USA,29.94000053,-97.98999786,-999.9,CSH,Cfa,SubTropical-Mediterranean
US-Fuf,AZ - Flagstaff - Unmanaged Forest,USA,35.0890007,-111.762001,2180,ENF,Csb,Temperate-Continental
US-Fwf,AZ - Flagstaff - Wildfire,USA,35.44540024,-111.7717972,2270,GRA,Csb,Temperate-Continental
US-GLE,WY - GLEES,USA,41.36439896,-106.2394028,3190,ENF,Dfc,Temperate
US-GMF,CT - Great Mountain Forest,USA,41.96670151,-73.23329926,380, TBD,Dfb,Temperate
US-Goo,MS - Goodwin Creek,USA,34.25469971,-89.87349701,87,GRA,Cfa,SubTropical-Mediterranean
US-Ha1,MA - Harvard Forest EMS Tower (HFR1),USA,42.53779984,-72.17150116,340,DBF,Dfb,Temperate-Continental with hot or warm summers
US-Ha2,MA - Harvard Forest Hemlock Site,USA,42.53929901,-72.17790222,360,ENF,Dfb,Temperate-Continental with hot or warm summers
US-Ho1,ME - Howland Forest (main tower),USA,45.20410156,-68.74019623,60,ENF,Dfb,Temperate-Continental with hot or warm summers
US-Ho2,ME - Howland Forest (west tower),USA,45.20909882,-68.74700165,91,ENF,Dfb,Temperate-Continental with hot or warm summers
US-Ho3,ME - Howland Forest (harvest site),USA,45.2071991,-68.72499847,-999.9,ENF,Dfb,Temperate-Continental with hot or warm summers
US-HVa,AK - Happy Valley,USA,69.13330078,-148.8329926,349,WET,Dfc,Boreal
US-IB1,IL - Fermi National Accelerator Laboratory- Batavia (Agricultural site),USA,41.85929871,-88.22270203,226.5,CRO,Dfa,Temperate-Continental with hot or warm summers
US-IB2,IL - Fermi National Accelerator Laboratory- Batavia (Prairie site),USA,41.84059906,-88.24099731,226.5,GRA,Dfa,Temperate-Continental with hot or warm summers
US-Ivo,AK - Ivotuk,USA,68.4865036,-155.75,-999.9,WET,ET,Arctic
US-Jas,CA - Jasper Ridge,USA,37.40209961,-122.2210007,207, TBD,Csb,SubTropical-Mediterranean
US-Jss,TX - J-17 Savanna Site,USA,30.17550087,-97.87779999,-999.9, TBD,Cfa,SubTropical-Mediterranean
US-KBS,MI - KBS Crops,USA,42.41009903,-85.3757019,288,SAV,Dfa,Temperate-Continental with hot or warm summers
US-KCM,MN - KCMP Tall Tower,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-Kon,KS - Konza Prairie LTER (KNZ),USA,39.08240128,-96.56030273,440,GRA,Cfa,SubTropical-Mediterranean
US-KS1,FL - Kennedy Space Center (slash pine),USA,28.45829964,-80.67089844,-999.9,ENF,Cfa,SubTropical-Mediterranean
US-KS2,FL - Kennedy Space Center (scrub oak),USA,28.60860062,-80.67150116,3,CSH,Cfa,SubTropical-Mediterranean
US-KUO,MN - KUOM tower,USA,44.99829865,-93.18859863,301, TBD,Dfa,Temperate-Continental with hot or warm summers
US-Ldg,MT - Lodgepole Forest,USA,46.95220184,-110.8850021,-999.9,ENF, TBD, TBD
US-Los,WI - Lost Creek,USA,46.08269882,-89.97920227,480,CSH,Dfb,Temperate-Continental with hot or warm summers
US-LPH,MA - Little Prospect Hill,USA,42.54190063,-72.18499756,377.5,DBF,Dfb,Temperate-Continental with hot or warm summers
US-LSM,AZ - Lewis Springs Mesquite,USA,31.56579971,-110.1340027,-999.9, TBD, TBD, TBD
US-LWW,OK - Little Washita Watershed,USA,34.96039963,-97.97889709,-999.9,GRA,Cfa,SubTropical-Mediterranean
US-Man,KS - Manhattan (cedar forest 30 km N),USA,39.45999908,-96.75700378,-999.9, TBD,Cfa,SubTropical-Mediterranean
US-Me1,OR - Metolius - Eyerly burn,USA,44.57939911,-121.5,896,ENF,Csb,SubTropical-Mediterranean
US-Me2,OR - Metolius-intermediate aged ponderosa pine,USA,44.45230103,-121.5574036,1253,ENF,Csb,SubTropical-Mediterranean
US-Me3,OR - Metolius-second young aged pine,USA,44.31539917,-121.6078033,1005,ENF,Csb,SubTropical-Mediterranean
US-Me4,OR - Metolius-old aged ponderosa pine,USA,44.49919891,-121.6223984,922,ENF,Csb,SubTropical-Mediterranean
US-Me5,OR - Metolius-first young aged pine,USA,44.43719864,-121.5670013,1188,ENF,Csb,SubTropical-Mediterranean
US-Me6,OR - Metolius Young Pine Burn,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-MMS,IN - Morgan Monroe State Forest,USA,39.32310104,-86.4131012,275,DBF,Cfa,SubTropical-Mediterranean
US-MOz,MO - Missouri Ozark Site,USA,38.74409866,-92.19999695,219.4,DBF,Cfa,SubTropical-Mediterranean
US-Mpj,NM - Pinon-juniper site (Mountainair),USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-MRf,OR - Mary's River (Fir)  site,USA,44.64649963,-123.5510025,-999.9,ENF,Csb,SubTropical-Mediterranean
US-MtB,AZ - Mt Bigelow,USA,32.41669846,-110.7259979,-999.9, TBD,BSh,Dry (arid and semi arid)
US-NC1,NC - NC_Clearcut,USA,35.81150055,-76.71150208,5,OSH,Cfa,SubTropical-Mediterranean
US-NC2,NC - NC_Loblolly Plantation,USA,35.80310059,-76.66790009,12,ENF,Cfa,SubTropical-Mediterranean
US-Ne1,NE - Mead - irrigated continuous maize site,USA,41.1651001,-96.47660065,361,CRO,Dfa,Temperate-Continental with hot or warm summers
US-Ne2,NE - Mead - irrigated maize-soybean rotation site,USA,41.16490173,-96.4701004,362,CRO,Dfa,Temperate-Continental with hot or warm summers
US-Ne3,NE - Mead - rainfed maize-soybean rotation site,USA,41.17969894,-96.43969727,363,CRO,Dfa,Temperate-Continental with hot or warm summers
US-NMj,MI - Northern Michigan Jack Pine Stand,USA,46.64649963,-88.51940155,-999.9,ENF,Dfb,Temperate-Continental with hot or warm summers
US-NPn,WY - Northern Plains Site,USA,42.31290054,-106.5569992,2198,GRA,Dfb,Temperate-Continental with hot or warm summers
US-NR1,CO - Niwot Ridge Forest (LTER NWT1),USA,40.03290176,-105.5459976,3050,ENF,Dfc,Boreal
US-NR2,CO - Niwot Ridge Forest (USGS site),USA,40.03250122,-105.5469971,3030,ENF,Dfc,Boreal
US-NSP,IA - Neal Smith Prairie- Ames,USA,41.55789948,-93.29620361,277, TBD,Dfa,Temperate-Continental with hot or warm summers
US-Oho,OH - Oak Openings,USA,41.55450058,-83.84380341,230,DBF,Dfa,Temperate-Continental with hot or warm summers
US-PFa,WI - Park Falls/WLEF,USA,45.94589996,-90.27230072,470,MF,Dfb,Temperate-Continental with hot or warm summers
US-Pon,OK - Ponca City,USA,36.76670074,-97.13330078,310,CRO,Cfa,SubTropical-Mediterranean
US-Ra1,KS - Rannells Ranch (ungrazed),USA,39.13899994,-96.52300262,-999.9,GRA,Cfa,SubTropical-Mediterranean
US-Ra2,KS - Rannells Ranch (grazed),USA,39.14049911,-96.52709961,-999.9,GRA,Cfa,SubTropical-Mediterranean
US-Rip,MT - Riparian Meadow,USA,46.94540024,-110.887001,-999.9, TBD, TBD, TBD
US-Ro1,MN - Rosemount- G21,USA,44.71429825,-93.08979797,-999.9,CRO,Dfa,Temperate-Continental with hot or warm summers
US-Ro2,MN - Rosemount- C7,USA,44.72880173,-93.08879852,-999.9, TBD,Dfa,Temperate-Continental with hot or warm summers
US-Ro3,MN - Rosemount- G19,USA,44.72169876,-93.08930206,-999.9,CRO,Dfa,Temperate-Continental with hot or warm summers
US-Ru1,UT - Juniper Woodland Site,USA,40.25930023,-112.4779968,1650,WSA,Cfa,SubTropical-Mediterranean
US-Ru2,UT - Sagebrush Site,USA,40.28279877,-112.4720001,1650,WSA,Cfa,SubTropical-Mediterranean
US-Ru3,UT - Crested Wheatgrass Site,USA,40.28300095,-112.4629974,1650,GRA,Cfa,SubTropical-Mediterranean
US-SAz,AZ - Southern Arizona site,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-SCc,CA - Southern California Climate Gradient - Desert Chaparral,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-SCd,CA - Southern California Climate Gradient - Sonoran Desert,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-SCf,CA - Southern California Climate Gradient - Oak/Pine Forest,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-SCg,CA - Southern California Climate Gradient - Grassland,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-SCs,CA - Southern California Climate Gradient - Coastal Sage,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-SCw,CA - Southern California Climate Gradient - Pinyon/Juniper Woodland,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-SDU,CO - South Denver Urban Tower,USA,39.65940094,-105.0130005,5298, TBD, TBD, TBD
US-Seg,NM - Sevilleta (LTER desert grassland),USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-Ses,NM - Sevilleta (LTER desert shrubland),USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-SFP,SD - Sioux Falls Portable,USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-Shd,OK - Shidler- Oklahoma,USA,36.93330002,-96.6832962,-999.9,GRA,Cfa,SubTropical-Mediterranean
US-SJ1,CA - San Joaquin (Freshwater Marsh Tower 1),USA, TBD, TBD,-999.9,WET, TBD, TBD
US-SJ2,CA - San Joaquin (Freshwater Marsh Tower 2),USA, TBD, TBD,-999.9,WET, TBD, TBD
US-Skr,FL - Shark River Slough (Tower SRS-6)  Everglades,USA,25.36459923,-81.07800293,0,EBF,Aw,Tropical
US-Slt,NJ - Silas Little- New Jersey,USA,39.91379929,-74.59600067,-999.9,DBF,Cfa,SubTropical-Mediterranean
US-Smt,MD - Smithsonian Research Center (SERC),USA,38.88999939,-76.55989838,11,DBF,Cfa,SubTropical-Mediterranean
US-Snd,CA - Sherman Island,USA,38.03730011,-121.7539978,-999.9, TBD, TBD, TBD
US-SO2,CA - Sky Oaks- Old Stand,USA,33.37390137,-116.6228867,1394,CSH,Csa,SubTropical-Mediterranean
US-SO3,CA - Sky Oaks- Young Stand,USA,33.37720108,-116.6226883,1429,CSH,Csa,SubTropical-Mediterranean
US-SO4,CA - Sky Oaks- New Stand,USA,33.38439941,-116.6402512,1429,CSH,Csa,SubTropical-Mediterranean
US-SP1,FL - Slashpine-Austin Cary- 65yrs nat regen,USA,29.73810005,-82.21880341,50,ENF,Cfa,SubTropical-Mediterranean
US-SP2,"FL - Slashpine-Mize-clearcut-3yr,regen",USA,29.76479912,-82.24479675,50,ENF,Cfa,SubTropical-Mediterranean
US-SP3,FL - Slashpine-Donaldson-mid-rot- 12yrs,USA,29.7548008,-82.16329956,50,ENF,Cfa,SubTropical-Mediterranean
US-SP4,FL - Slashpine-Rayonier-mid-rot- 12yrs,USA,29.80279922,-82.20310211,-999.9,ENF,Cfa,SubTropical-Mediterranean
US-SRC,AZ - Santa Rita Creosote,USA,31.9083004,-110.8395004,991,OSH, TBD, TBD
US-SRM,AZ - Santa Rita Mesquite,USA,31.82139969,-110.8659973,1120,WSA,BSk,Dry (arid and semi arid)
US-Syv,MI - Sylvania Wilderness Area,USA,46.24200058,-89.34770203,540,MF,Dfb,Temperate-Continental with hot or warm summers
US-Ton,CA - Tonzi Ranch,USA,38.43159866,-120.9660034,177,WSA,Csa,SubTropical-Mediterranean
US-UMB,MI - Univ. of Mich. Biological Station,USA,45.55979919,-84.71379852,234,DBF,Dfb,Temperate-Continental with hot or warm summers
US-Upa,AK - Upad,USA,70.28150177,-148.8849945,5,WET,Dsc,Boreal
US-Var,CA - Vaira Ranch- Ione,USA,38.41329956,-120.9507294,129,GRA,Csa,SubTropical-Mediterranean
US-Vca,NM - Valles Caldera,USA,35.87549973,-106.4769974,-999.9, TBD,Cfb,Temperate
US-Vcm,NM - Valles Caldera National Preserve (Mixed Conifer),USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-Vcp,NM - Valles Caldera National Preserve (Ponderosa pine),USA, TBD, TBD,-999.9, TBD, TBD, TBD
US-WBW,TN - Walker Branch Watershed,USA,35.95880127,-84.28739929,283,DBF,Cfa,SubTropical-Mediterranean
US-WCr,WI - Willow Creek,USA,45.80590057,-90.07990265,520,DBF,Dfb,Temperate-Continental with hot or warm summers
US-Whs,AZ - Walnut Gulch Lucky Hills Shrub,USA,31.74379921,-110.052002,-999.9, TBD,BSk,Dry (arid and semi arid)
US-Wi0,WI - Young red pine (YRP),USA,46.61880112,-91.08139801,-999.9,ENF,Dfb,Temperate-Continental with hot or warm summers
US-Wi1,WI - Intermediate hardwood (IHW),USA,46.73049927,-91.23290253,-999.9,DBF,Dfb,Temperate-Continental with hot or warm summers
US-Wi2,WI - Intermediate red pine (IRP),USA,46.68690109,-91.15280151,-999.9,ENF,Dfb,Temperate-Continental with hot or warm summers
US-Wi3,WI - Mature hardwood (MHW),USA,46.63470078,-91.09870148,-999.9,DBF,Dfb,Temperate-Continental with hot or warm summers
US-Wi4,WI - Mature red pine (MRP),USA,46.73929977,-91.16629791,-999.9,ENF,Dfb,Temperate-Continental with hot or warm summers
US-Wi5,WI - Mixed young jack pine (MYJP),USA,46.65309906,-91.08580017,-999.9,ENF,Dfb,Temperate-Continental with hot or warm summers
US-Wi6,WI - Pine barrens #1 (PB1),USA,46.62490082,-91.29820251,-999.9,OSH,Dfb,Temperate-Continental with hot or warm summers
US-Wi7,WI - Red pine clearcut (RPCC),USA,46.64910126,-91.06929779,-999.9,OSH,Dfb,Temperate-Continental with hot or warm summers
US-Wi8,WI - Young hardwood clearcut (YHW),USA,46.72230148,-91.25240326,-999.9,DBF,Dfb,Temperate-Continental with hot or warm summers
US-Wi9,WI - Young Jack pine (YJP),USA,46.61880112,-91.08139801,-999.9,ENF,Dfb,Temperate-Continental with hot or warm summers
